system:index,%_MANCHA_ALT_DO_LOTE,%_MANCHA_NPMEN20_DO_LOTE,%_MANCHA_NPTOTAL_DO_LOTE,ArM2_TOTAL_MANCHA_ALT,ArM2_TOTAL_MANCHA_NPMEN20,ArM2_TOTAL_MANCHA_NPTOTAL,CEU,CEU_Nome,CO_CEP,CO_DISTRIT,CO_ENTIDAD,CO_MUNICIP,CO_ORGAO_R,CO_UF,DS_COMPLEM,DS_ENDEREC,IN_LOCAL_1,IN_LOCAL_F,IN_PATIO_D,IN_QUADRA_,IN_QUADR_1,IN_TERREIR,IN_VINCULO,IN_VIVEIRO,NO_BAIRRO,NO_ENTIDAD,NO_MUNICIP,NO_UF,NU_ANO_CEN,NU_DDD,NU_ENDEREC,NU_TELEFON,Nome,SG_UF,TP_DEPENDE,TP_LOCALIZ,TP_LOCAL_1,TP_SITUACA,TipoNome,eq_areap,eq_bairro,eq_categor,eq_cd_catg,eq_cd_dirt,eq_cd_dist,eq_cd_mec,eq_cd_subp,eq_cep,eq_classe,eq_compend,eq_diretor,eq_distr,eq_dre,eq_email,eq_ender,eq_enderec,eq_eol,eq_esfera,eq_fone1,eq_fone2,eq_id,eq_nome,eq_num,eq_regiao5,eq_regiao8,eq_setor,eq_subpref,eq_telefon,eq_tipo,eq_zona,eq_zona_1,layer,t_CodMec,t_NoEsco,t_NoLote,.geo
1_1_1_00000000000000000ae4,54.29062757419661,44.667206412148616,50.11442676311978,273.6676794124053,225.15802949490052,252.6163260611171,,,2370020,355030801,35001302,3550308,10104,35,RUA,ANTONIO PESTANA,0,0,0,1,0,0,1,0,TREMEMBE,ARNALDO BARRETO,São Paulo,São Paulo,2021,11,58,29919630,ARNALDO BARRETO,SP,2,1,0,1,EE ARNALDO BARRETO,"3,55031E+12",TREMEMBE,ESCOLAS AUTONOMAS,1,10104,81,35001302,6,2370000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,NORTE 2,TREMEMBE,JACANA/TREMEMBE,E001302A@EDUCACAO.SP.GOV.BR,ANTONIO PESTANA,ANTONIO PESTANA 58,35001302,ESTADUAL-SE,1122043230,1129919630,125,ARNALDO BARRETO,58,Norte,Norte 1,355030881000093,JACANA-TREMEMBE,1122043230 / 1129919630,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35001302,125,266,"{""type"":""Point"",""coordinates"":[-46.62222286385086,-23.46174651308183]}"
1_1_1_00000000000000000ae6,20.20155894496397,6.149688624326768,6.149688624326768,580.3462238931161,176.6669879769943,176.6669879769943,,,2321170,355030801,35001314,3550308,10104,35,RUA,MUNIZ FERREIRA,0,0,0,1,0,0,1,0,JARDIM JOAMAR,CASSIO DA COSTA VIDIGAL,São Paulo,São Paulo,2021,11,121,22431981,CASSIO DA COSTA VIDIGAL,SP,2,1,0,1,EE CASSIO DA COSTA VIDIGAL,"3,55031E+12",JARDIM JOAMAR,ESCOLAS AUTONOMAS,1,10104,81,35001314,6,2321000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,NORTE 2,TREMEMBE,JACANA/TREMEMBE,E001314A@EDUCACAO.SP.GOV.BR,MUNIZ FERREIRA,MUNIZ FERREIRA 121,35001314,ESTADUAL-SE,1122431981,1122435216,126,CASSIO DA COSTA VIDIGAL,121,Norte,Norte 1,355030881000080,JACANA-TREMEMBE,1122431981 / 1122435216,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35001314,126,649,"{""type"":""Point"",""coordinates"":[-46.58989611563676,-23.44798158741332]}"
1_1_1_00000000000000000501,14.36122696294698,10.01523511039438,11.032793652651941,2622.1916144364795,1828.6644721125497,2014.4587279647985,,,2346000,355030801,35001016,3550308,10104,35,AVENIDA,VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO PROFESSORA,0,0,1,1,1,0,1,0,JARDIM LEONOR MENDES DE BARROS,ALBERTO CARDOSO DE MELLO NETO DR,São Paulo,São Paulo,2021,11,633,22040517,DOUTOR ALBERTO CARDOSO DE MELLO NETO,SP,2,1,0,1,EE DOUTOR ALBERTO CARDOSO DE MELLO NETO,"3,55031E+12",JARDIM LEONOR MENDES DE BARROS,ESCOLAS AUTONOMAS,1,10104,82,35001016,5,2346000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,AVENIDA,NORTE 2,TUCURUVI,JACANA/TREMEMBE,E001016A@EDUCACAO.SP.GOV.BR,VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO PROFESSORA,VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO PROFESSORA 633,35001016,ESTADUAL-SE,1122040517,1129537039,98,ALBERTO CARDOSO DE MELLO NETO DR,633,Norte,Norte 1,355030882000111,SANTANA-TUCURUVI,1122040517 / 1129537039,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35001016,98,267,"{""type"":""Point"",""coordinates"":[-46.604962467275314,-23.464462248338872]}"
1_1_1_00000000000000000ae0,6.2580127168175075,2.638745408657956,5.955205495355152,397.18405909609936,167.47610779304296,377.96546578438864,,,2337040,355030801,35001284,3550308,10104,35,RUA,BARRA MANSA,0,0,1,1,0,0,1,0,JARDIM FRANCA,AMENAIDE BRAGA DE QUEIROZ PROFA,São Paulo,São Paulo,2021,11,480,29535485,PROFESSORA AMENAIDE BRAGA DE QUEIROZ,SP,2,1,0,1,EE PROFESSORA AMENAIDE BRAGA DE QUEIROZ,"3,55031E+12",JARDIM FRANCA,ESCOLAS AUTONOMAS,1,10104,82,35001284,5,2337000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,NORTE 2,TUCURUVI,JACANA/TREMEMBE,E001284A@EDUCACAO.SP.GOV.BR,BARRA MANSA,BARRA MANSA 480,35001284,ESTADUAL-SE,1122049633,1129535485,123,AMENAIDE BRAGA DE QUEIROZ PROFA,480,Norte,Norte 1,355030882000021,SANTANA-TUCURUVI,1122049633 / 1129535485,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35001284,123,275,"{""type"":""Point"",""coordinates"":[-46.611588627963954,-23.477124433280693]}"
1_1_1_00000000000000000b07,22.701479127059912,6.559724196497976,9.066843084883418,604.9079924543234,174.7916764607551,241.59685004126464,,,2304002,355030801,35001156,3550308,10104,35,AVENIDA,TUCURUVI,0,0,1,1,1,0,1,0,TUCURUVI,SILVA JARDIM,São Paulo,São Paulo,2021,11,724,29816359,SILVA JARDIM,SP,2,1,0,1,EE SILVA JARDIM,"3,55031E+12",TUCURUVI,ESCOLAS AUTONOMAS,1,10104,82,35001156,5,2304000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,AVENIDA,NORTE 2,TUCURUVI,JACANA/TREMEMBE,E001156A@EDUCACAO.SP.GOV.BR,TUCURUVI,TUCURUVI 724,35001156,ESTADUAL-SE,1129816359,1129834228,111,SILVA JARDIM,724,Norte,Norte 1,355030882000005,SANTANA-TUCURUVI,1129816359 / 1129834228,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35001156,111,265,"{""type"":""Point"",""coordinates"":[-46.6049724423854,-23.481352535469213]}"
1_1_1_00000000000000000b0e,14.36122696294698,10.01523511039438,11.032793652651941,2622.1916144364795,1828.6644721125497,2014.4587279647985,,,2346140,355030801,35001181,3550308,10104,35,RUA,LAVINIA PACHECO E SILVA,0,0,0,1,1,0,1,0,JARDIM LEONOR MENDES DE BARROS,RAFAEL DE MORAES LIMA PROF,São Paulo,São Paulo,2021,11,SN,29917825,PROFESSOR RAFAEL DE MORAES LIMA,SP,2,1,0,1,EE PROFESSOR RAFAEL DE MORAES LIMA,"3,55031E+12",JARDIM LEONOR MENDES DE BARROS,ESCOLAS AUTONOMAS,1,10104,82,35001181,5,2346000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,NORTE 2,TUCURUVI,JACANA/TREMEMBE,E001181A@EDUCACAO.SP.GOV.BR,LAVINIA PACHECO E SILVA,LAVINIA PACHECO E SILVA SN,35001181,ESTADUAL-SE,1122043300,1129917825,114,RAFAEL DE MORAES LIMA PROF,SN,Norte,Norte 1,355030882000111,SANTANA-TUCURUVI,1122043300 / 1129917825,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35001181,114,267,"{""type"":""Point"",""coordinates"":[-46.606188236519024,-23.466574375143818]}"
1_1_1_0000000000000000097c,18.202564346761747,3.507618583746768,6.134469980948421,1077.2363225508584,207.58251815979008,363.0408198090578,,,3273410,355030801,35001806,3550308,10205,35,RUA,BATUNS,0,0,0,1,1,0,1,0,VILA SANTA CLARA,JOY ARRUDA DOUTOR,São Paulo,São Paulo,2021,11,52,22136719,DOUTOR JOY ARRUDA,SP,2,1,0,1,EE DOUTOR JOY ARRUDA,"3,55031E+12",VILA SANTA CLARA,ESCOLAS AUTONOMAS,1,10205,1,35001806,25,3273000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 5,AGUA RASA,PENHA,E001806A@EDUCACAO.SP.GOV.BR,BATUNS,BATUNS 52,35001806,ESTADUAL-SE,1122110319,1122136719,169,JOY ARRUDA DOUTOR,52,Leste,Leste 1,355030801000094,MOOCA,1122110319 / 1122136719,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35001806,169,351,"{""type"":""Point"",""coordinates"":[-46.56241961730218,-23.57886503748424]}"
1_1_1_00000000000000000998,82.02638594830836,29.843596453170424,32.004217369964,3888.7428120918685,1414.8382846877123,1517.2699469229742,,,3344000,355030801,35001624,3550308,10205,35,RUA,BOM JESUS,0,0,1,1,1,0,1,0,VILA REGENTE FEIJO,WOLNY CARVALHO RAMOS PROFESSOR,São Paulo,São Paulo,2021,11,909,29651370,PROFESSOR WOLNY CARVALHO RAMOS,SP,2,1,0,1,EE PROFESSOR WOLNY CARVALHO RAMOS,"3,55031E+12",VILA REGENTE FEIJO,ESCOLAS AUTONOMAS,1,10205,1,35001624,25,3344000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 5,AGUA RASA,PENHA,E001624A@EDUCACAO.SP.GOV.BR,BOM JESUS,BOM JESUS 909,35001624,ESTADUAL-SE,1129650858,1129651370,153,WOLNY CARVALHO RAMOS PROFESSOR,909,Leste,Leste 1,355030801000032,MOOCA,1129650858 / 1129651370,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35001624,153,152,"{""type"":""Point"",""coordinates"":[-46.569169716731345,-23.563699650639773]}"
1_1_1_000000000000000001c9,17.44502794392228,7.162097486439636,8.748690808082008,2130.7146098496305,874.7699230164234,1068.5545120225433,,,4308000,355030801,35004704,3550308,10317,35,AVENIDA,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,0,0,1,1,1,0,1,0,JABAQUARA,CARLOS AUGUSTO DE FREITAS VILLALVA JUNIOR DOUTOR,São Paulo,São Paulo,2021,11,506,26588716,DOUTOR CARLOS AUGUSTO DE FREITAS VILLALVA JUNIOR,SP,2,1,0,1,EE DOUTOR CARLOS AUGUSTO DE FREITAS VILLALVA JUNIOR,"3,55031E+12",JABAQUARA,ESCOLAS AUTONOMAS,1,10317,38,35004704,15,4308000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,AVENIDA,SUL 1,JABAQUARA,SANTO AMARO,E004704A@EDUCACAO.SP.GOV.BR,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA 506,35004704,ESTADUAL-SE,1150173988,1155833117,575,CARLOS AUGUSTO DE FREITAS VILLALVA JUNIOR DOUTOR,506,Sul,Sul 1,355030838000184,JABAQUARA,1150173988 / 1155833117,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35004704,441,1851,"{""type"":""Point"",""coordinates"":[-46.644795699998426,-23.633897572265738]}"
1_1_1_000000000000000001cb,18.50381527157932,12.55989681471155,18.14463070314872,1459.5381862216082,990.695634766247,1431.2065375409607,,,4330070,355030801,35004728,3550308,10317,35,RUA,MARAPES,0,0,0,1,0,0,1,0,VILA PARQUE JABAQUARA,JOAO MARIA PIRES DE AGUIAR PROFESSOR,São Paulo,São Paulo,2021,11,17,26588426,PROFESSOR JOAO MARIA PIRES DE AGUIAR,SP,2,1,0,1,EE PROFESSOR JOAO MARIA PIRES DE AGUIAR,"3,55031E+12",VILA PARQUE JABAQUARA,ESCOLAS AUTONOMAS,1,10317,38,35004728,15,4330000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,SUL 1,JABAQUARA,SANTO AMARO,E004728A@EDUCACAO.SP.GOV.BR,MARAPES,MARAPES 17,35004728,ESTADUAL-SE,1155630051,1156772335,586,JOAO MARIA PIRES DE AGUIAR PROFESSOR,17,Sul,Sul 1,355030838000333,JABAQUARA,1155630051 / 1156772335,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35004728,443,1844,"{""type"":""Point"",""coordinates"":[-46.64752498884878,-23.656034226506883]}"
1_1_1_000000000000000001e7,30.5935806275412,5.409435132758764,15.166041111890372,1710.9323285870787,302.5202430767432,848.1540735919868,,,4349210,355030801,35004583,3550308,10317,35,RUA,TAQUACETUBA,0,0,0,1,0,0,1,0,VILA PARQUE JABAQUARA,LAIS AMARAL VICENTE PROFESSORA,São Paulo,São Paulo,2021,11,214,26588371,PROFESSORA LAIS AMARAL VICENTE,SP,2,1,0,1,EE PROFESSORA LAIS AMARAL VICENTE,"3,55031E+12",VILA PARQUE JABAQUARA,ESCOLAS AUTONOMAS,1,10317,38,35004583,15,4349000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,SUL 1,JABAQUARA,SANTO AMARO,E004583A@EDUCACAO.SP.GOV.BR,TAQUACETUBA,TAQUACETUBA 214,35004583,ESTADUAL-SE,1150112648,1150112797,541,LAIS AMARAL VICENTE PROFESSORA,214,Sul,Sul 1,355030838000023,JABAQUARA,1150112648 / 1150112797,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35004583,431,1843,"{""type"":""Point"",""coordinates"":[-46.64956362821287,-23.650969813517715]}"
1_1_1_000000000000000009a3,9.352219906150367,6.6943955519542975,9.30238575992318,514.7928072198124,368.49290472350975,512.049687373494,,,3286000,355030801,35001697,3550308,10205,35,RUA,RUA JUIZ DE FORA,0,0,0,1,0,0,1,0,VILA EMA,BEATRIZ R BASSI ASTORINO PROFESSORA,São Paulo,São Paulo,2021,11,366,22167730,PROFESSORA BEATRIZ R BASSI ASTORINO,SP,2,1,0,1,EE PROFESSORA BEATRIZ R BASSI ASTORINO,"3,55031E+12",VILA EMA,ESCOLAS AUTONOMAS,1,10205,72,35001697,29,3286000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 5,SAO LUCAS,IPIRANGA,E001697A@EDUCACAO.SP.GOV.BR,RUA JUIZ DE FORA,RUA JUIZ DE FORA 366,35001697,ESTADUAL-SE,1122136505,1122167730,159,BEATRIZ R BASSI ASTORINO PROFESSORA,366,Leste,Leste 1,355030872000071,VILA PRUDENTE,1122136505 / 1122167730,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35001697,159,937,"{""type"":""Point"",""coordinates"":[-46.53410106038047,-23.591097937980177]}"
1_1_1_00000000000000000a37,22.82811396956467,2.829923089729473,2.873460370418534,1438.215702204285,178.2906739078721,181.03360750290167,,,3236030,355030801,35001922,3550308,10205,35,RUA,IELMO MARINHO,0,0,1,1,0,0,1,0,PARQUE INDEPENDENCIA,JULIETA NOGUEIRA RINALDI PROFESSORA,São Paulo,São Paulo,2021,11,940,20846417,PROFESSORA JULIETA NOGUEIRA RINALDI,SP,2,1,0,1,EE PROFESSORA JULIETA NOGUEIRA RINALDI,"3,55031E+12",PARQUE INDEPENDENCIA,ESCOLAS AUTONOMAS,1,10205,72,35001922,29,3236000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 5,SAO LUCAS,IPIRANGA,E001922A@EDUCACAO.SP.GOV.BR,IELMO MARINHO,IELMO MARINHO 940,35001922,ESTADUAL-SE,1120846417,1129122405,180,JULIETA NOGUEIRA RINALDI PROFESSORA,940,Leste,Leste 1,355030872000051,VILA PRUDENTE,1120846417 / 1129122405,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35001922,180,1230,"{""type"":""Point"",""coordinates"":[-46.54840132076462,-23.60024846338643]}"
1_1_1_00000000000000000af5,47.59217245588016,33.914785957845474,35.201058939037736,2029.7581143539605,1446.431386554815,1501.289630802219,,,3210001,355030801,35036973,3550308,10205,35,RUA,COSTA BARROS,0,0,0,1,1,0,1,0,SITIO PINHEIRINHO,BRANCA CASTRO CANTO E MELO PROFESSORA,São Paulo,São Paulo,2021,11,2521,22167658,PROFESSORA BRANCA CASTRO CANTO E MELO,SP,2,1,0,1,EE PROFESSORA BRANCA CASTRO CANTO E MELO,"3,55031E+12",SITIO PINHEIRINHO,ESCOLAS AUTONOMAS,1,10205,72,35036973,29,3210000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 5,SAO LUCAS,IPIRANGA,E036973A@EDUCACAO.SP.GOV.BR,COSTA BARROS,COSTA BARROS 2521,35036973,ESTADUAL-SE,1122167658,1127173487,1447,BRANCA CASTRO CANTO E MELO PROFESSORA,2521,Leste,Leste 1,355030872000050,VILA PRUDENTE,1122167658 / 1127173487,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35036973,594,1231,"{""type"":""Point"",""coordinates"":[-46.54295599796857,-23.60130229668024]}"
1_1_1_0000000000000000013a,51.27124672846715,10.12752503488384,29.646766452793305,4586.912374190416,906.0452566806687,2652.307649494844,,,3928170,355030801,35902226,3550308,10208,35,RUA,TOMAS DE SANTA MARIA,0,0,1,1,0,0,1,0,CONJUNTO HABITACIONAL TEOTONIO VILELA,SHIRO KYONO DEPUTADO,São Paulo,São Paulo,2021,11,245,27041212,DEPUTADO SHIRO KYONO,SP,2,1,0,1,EE DEPUTADO SHIRO KYONO,"3,55031E+12",CONJUNTO HABITACIONAL TEOTONIO VILELA,ESCOLAS AUTONOMAS,1,10208,76,35902226,32,3928000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 4,SAPOPEMBA,SAO MATEUS,E902226A@EDUCACAO.SP.GOV.BR,TOMAS DE SANTA MARIA,TOMAS DE SANTA MARIA 245,35902226,ESTADUAL-SE,1127041212,1127044737,6965,SHIRO KYONO DEPUTADO,245,Leste,Leste 1,355030876000043,SAPOPEMBA,1127041212 / 1127044737,EE,,,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35902226,2468,1203,"{""type"":""Point"",""coordinates"":[-46.504405729241235,-23.605499865168607]}"
1_1_1_00000000000000000150,18.113541445133585,8.796146757067486,17.413108243350703,1016.8060953523053,493.77288617420186,977.4871829730088,,,3921130,355030801,35901702,3550308,10208,35,RUA,FRANCISCO DA ROCHA,0,0,0,1,0,0,1,0,JARDIM IVA,MIGUEL SANSIGOLO PROF,São Paulo,São Paulo,2021,11,157,22161095,PROFESSOR MIGUEL SANSIGOLO,SP,2,1,0,1,EE PROFESSOR MIGUEL SANSIGOLO,"3,55031E+12",JARDIM IVA,ESCOLAS AUTONOMAS,1,10208,76,35901702,32,3921000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 4,SAPOPEMBA,SAO MATEUS,E901702A@EDUCACAO.SP.GOV.BR,FRANCISCO DA ROCHA,FRANCISCO DA ROCHA 157,35901702,ESTADUAL-SE,1122161095,1122166303,6955,MIGUEL SANSIGOLO PROF,157,Leste,Leste 1,355030876000154,SAPOPEMBA,1122161095 / 1122166303,EE,,,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35901702,2458,1228,"{""type"":""Point"",""coordinates"":[-46.51491641104073,-23.588861141771527]}"
1_1_1_000000000000000001b3,38.06555050775781,7.754915507567853,17.24490385314916,2306.741379322663,469.9415680540876,1045.0271379207525,,,3928235,355030801,35902809,3550308,10208,35,RUA,FRANCESCO USPER,0,0,0,1,1,0,1,0,CONJUNTO HABITACIONAL TEOTONIO VILELA,ARTHUR CHAGAS JUNIOR PROF,São Paulo,São Paulo,2021,11,951,27044241,PROFESSOR ARTHUR CHAGAS JUNIOR,SP,2,1,0,1,EE PROFESSOR ARTHUR CHAGAS JUNIOR,"3,55031E+12",CONJUNTO HABITACIONAL TEOTONIO VILELA,ESCOLAS AUTONOMAS,1,10208,76,35902809,32,3928000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 4,SAPOPEMBA,SAO MATEUS,E902809A@EDUCACAO.SP.GOV.BR,FRANCESCO USPER,FRANCESCO USPER 951,35902809,ESTADUAL-SE,1127043381,1127044241,6989,ARTHUR CHAGAS JUNIOR PROF,951,Leste,Leste 1,355030876000113,SAPOPEMBA,1127043381 / 1127044241,EE,,,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35902809,2492,1213,"{""type"":""Point"",""coordinates"":[-46.49684622037028,-23.60420572622757]}"
1_1_1_000000000000000004fc,9.2732575652058,4.319129264813465,8.045210812039983,1415.17644858951,659.1351497570629,1227.7662714616938,,,3978270,355030801,35048636,3550308,10208,35,RUA,LUIS JULIANI,0,0,0,1,0,0,1,0,JARDIM ADUTORA,ROMEU MONTORO,São Paulo,São Paulo,2021,11,422,27189670,ROMEU MONTORO,SP,2,1,0,1,EE ROMEU MONTORO,"3,55031E+12",JARDIM ADUTORA,ESCOLAS AUTONOMAS,1,10208,76,35048636,32,3978000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 4,SAPOPEMBA,SAO MATEUS,E048636A@EDUCACAO.SP.GOV.BR,LUIS JULIANI,LUIS JULIANI 422,35048636,ESTADUAL-SE,1127031094,1127189670,1635,ROMEU MONTORO,422,Leste,Leste 1,355030876000186,SAPOPEMBA,1127031094 / 1127189670,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35048636,781,2159,"{""type"":""Point"",""coordinates"":[-46.50612578179735,-23.617245679871292]}"
1_1_1_00000000000000000779,18.70510357615198,13.300402787245183,14.568544639807268,1132.727948082216,805.4346182328144,882.2296871658323,,,3976020,355030801,35003165,3550308,10208,35,RUA,JOAO LOPES DE LIMA,0,0,0,1,1,0,1,0,JARDIM SAPOPEMBA,JANDYRA VIEIRA CUNHA BARRA PROFA,São Paulo,São Paulo,2021,11,1000,29191001,PROFESSORA JANDYRA VIEIRA CUNHA BARRA,SP,2,1,0,1,EE PROFESSORA JANDYRA VIEIRA CUNHA BARRA,"3,55031E+12",JARDIM SAPOPEMBA,ESCOLAS AUTONOMAS,1,10208,76,35003165,32,3976000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 4,SAPOPEMBA,SAO MATEUS,E003165A@EDUCACAO.SP.GOV.BR,JOAO LOPES DE LIMA,JOAO LOPES DE LIMA 1000,35003165,ESTADUAL-SE,1129191001,1129629385,295,JANDYRA VIEIRA CUNHA BARRA PROFA,1000,Leste,Leste 1,355030876000266,SAPOPEMBA,1129191001 / 1129629385,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35003165,295,1162,"{""type"":""Point"",""coordinates"":[-46.489326867795796,-23.612481355712276]}"
1_1_1_000000000000000008a1,4.567905867874259,1.7237340947472604,1.7668274380057303,387.6642403400639,146.28805577804843,149.94525639934378,,,3270020,355030876,35037813,3550308,10208,35,RUA,SENADOR SARAZATE,0,0,0,1,1,0,1,0,VILA TOLSTOI,DIDIO DA SILVEIRA BALDY PROF,São Paulo,São Paulo,2021,11,31,27037825,PROFESSOR DIDIO DA SILVEIRA BALDY,SP,2,1,0,1,EE PROFESSOR DIDIO DA SILVEIRA BALDY,"3,55031E+12",VILA TOLSTOI,ESCOLAS AUTONOMAS,1,10208,76,35037813,32,3270000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 4,SAPOPEMBA,SAO MATEUS,E037813A@EDUCACAO.SP.GOV.BR,SARAZATE SENADOR,SARAZATE SENADOR SN,35037813,ESTADUAL-SE,1127037825,1127189661,1498,DIDIO DA SILVEIRA BALDY PROF,SN,Leste,Leste 1,355030876000073,SAPOPEMBA,1127037825 / 1127189661,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35037813,645,1227,"{""type"":""Point"",""coordinates"":[-46.52187935293088,-23.6017479123087]}"
1_1_1_00000000000000000977,18.20284104919219,1.4844173228880386,1.907352210503863,2006.8281797326522,163.65415189884442,210.2819089816963,,,3984020,355030801,35001752,3550308,10208,35,RUA,FILIPA ALVARES,0,0,0,1,1,0,1,0,JARDIM PLANALTO,AROLDO DE AZEVEDO PROF,São Paulo,São Paulo,2021,11,SN,27031852,PROFESSOR AROLDO DE AZEVEDO,SP,2,1,0,1,EE PROFESSOR AROLDO DE AZEVEDO,"3,55031E+12",JARDIM PLANALTO,ESCOLAS AUTONOMAS,1,10208,76,35001752,32,3984000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 4,SAPOPEMBA,SAO MATEUS,E001752A@EDUCACAO.SP.GOV.BR,FILIPA ALVARES,FILIPA ALVARES SN,35001752,ESTADUAL-SE,1127031852,1127037434,164,AROLDO DE AZEVEDO PROF,SN,Leste,Leste 1,355030876000005,SAPOPEMBA,1127031852 / 1127037434,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35001752,164,1210,"{""type"":""Point"",""coordinates"":[-46.510068336288036,-23.605955907102427]}"
